MP	Filename	All_tokens	Word_tokens
AlexSalmond	19900111a1078_0.txt	96	89
AlexSalmond	19900111a1092_3.txt	113	104
AlexSalmond	19900116a153_5.txt	105	96
AlexSalmond	19900118a430_0.txt	86	79
AlexSalmond	19900206a787_5.txt	2	2
AlexSalmond	19900206a788_0.txt	111	101
AlexSalmond	19900208a1014_4.txt	99	92
AlexSalmond	19900208a1038_0.txt	94	86
AlexSalmond	19900208a1059_0.txt	1864	1706
AlexSalmond	19900215a396_2.txt	133	123
AlexSalmond	19900220a802_1.txt	8	7
AlexSalmond	19900220a803_2.txt	150	139
AlexSalmond	19900220a804_0.txt	9	8
AlexSalmond	19900228a262_0.txt	94	90
AlexSalmond	19900228a278_3.txt	86	77
AlexSalmond	19900228a286_2.txt	86	80
AlexSalmond	19900228a287_3.txt	3	3
AlexSalmond	19900228a287_5.txt	3	3
AlexSalmond	19900228a287_7.txt	9	7
AlexSalmond	19900228a287_9.txt	38	35
AlexSalmond	19900301a392_2.txt	98	92
AlexSalmond	19900306a730_8.txt	85	79
AlexSalmond	19900314a497_0.txt	95	89
AlexSalmond	19900314a497_2.txt	3	2
AlexSalmond	19900314a531_2.txt	426	385
AlexSalmond	19900314a532_1.txt	256	240
AlexSalmond	19900315a680_1.txt	114	105
AlexSalmond	19900320a1010_3.txt	17	16
AlexSalmond	19900320a1010_5.txt	110	106
AlexSalmond	19900322a1221_2.txt	51	48
AlexSalmond	19900322a1250_3.txt	156	147
AlexSalmond	19900326a2_1.txt	110	105
AlexSalmond	19900327a239_1.txt	95	92
AlexSalmond	19900328a509_0.txt	49	42
AlexSalmond	19900328a527_1.txt	41	39
AlexSalmond	19900328a533_2.txt	76	70
AlexSalmond	19900328a534_0.txt	198	171
AlexSalmond	19900328a534_2.txt	626	580
AlexSalmond	19900329a680_3.txt	237	219
AlexSalmond	19900404a1205_2.txt	100	93
AlexSalmond	19900419a1538_3.txt	103	95
AlexSalmond	19900419a1559_9.txt	94	85
AlexSalmond	19900419a1560_1.txt	33	32
AlexSalmond	19900425a413_2.txt	75	69
AlexSalmond	19900426a495_4.txt	93	89
AlexSalmond	19900501a937_1.txt	82	76
AlexSalmond	19900502a1021_3.txt	26	25
AlexSalmond	19900502a1021_6.txt	100	96
AlexSalmond	19900510a403_0.txt	112	107
AlexSalmond	19900515a741_1.txt	66	57
AlexSalmond	19900515a741_3.txt	481	443
AlexSalmond	19900515a742_1.txt	115	109
AlexSalmond	19900516a895_5.txt	83	77
AlexSalmond	19900517a1023_4.txt	87	83
AlexSalmond	19900523a395_0.txt	8	6
AlexSalmond	19900606a626_6.txt	23	22
AlexSalmond	19900606a626_9.txt	109	103
AlexSalmond	19900606a627_1.txt	2	1
AlexSalmond	19900620a909_4.txt	30	29
AlexSalmond	19900620a910_1.txt	145	137
AlexSalmond	19900705a1132_2.txt	117	111
AlexSalmond	19900711a298_9.txt	25	24
AlexSalmond	19900711a299_2.txt	62	60
AlexSalmond	19900712a461_7.txt	116	107
AlexSalmond	19900719a1199_2.txt	139	130
AlexSalmond	19900723a2_5.txt	68	65
AlexSalmond	19900723a2_7.txt	9	9
AlexSalmond	19900723a2_9.txt	33	30
AlexSalmond	19900725a493_1.txt	144	132
AlexSalmond	19900725a494_0.txt	34	30
AlexSalmond	19901018a1372_4.txt	38	35
AlexSalmond	19901018a1372_6.txt	97	92
AlexSalmond	19901022a4_1.txt	46	44
AlexSalmond	19901022a4_3.txt	102	98
AlexSalmond	19901023a249_0.txt	1609	1481
AlexSalmond	19901108a115_2.txt	153	146
AlexSalmond	19901108a129_5.txt	144	134
AlexSalmond	19901108a142_1.txt	70	66
AlexSalmond	19901112a314_1.txt	110	101
AlexSalmond	19901112a340_2.txt	217	205
AlexSalmond	19901114a570_8.txt	33	32
AlexSalmond	19901114a571_4.txt	50	47
AlexSalmond	19901115a756_0.txt	128	118
AlexSalmond	19901115a758_0.txt	3	3
AlexSalmond	19901115a759_0.txt	126	114
AlexSalmond	19901115a760_2.txt	5	4
AlexSalmond	19901115a771_0.txt	71	64
AlexSalmond	19901115a775_0.txt	11	9
AlexSalmond	19901115a775_2.txt	28	23
AlexSalmond	19901115a781_0.txt	2	1
AlexSalmond	19901115a789_0.txt	1787	1651
AlexSalmond	19901115a793_4.txt	6	5
AlexSalmond	19901115a793_6.txt	48	45
AlexSalmond	19901115a793_8.txt	5	4
AlexSalmond	19901122a441_2.txt	76	68
AlexSalmond	19901205a391_0.txt	131	115
AlexSalmond	19901205a412_4.txt	11	9
AlexSalmond	19901212a952_6.txt	10	8
AlexSalmond	19901212a953_1.txt	3	2
AlexSalmond	19901212a953_3.txt	3	2
AlexSalmond	19901212a953_5.txt	28	25
AlexSalmond	19901213a1166_2.txt	117	107
AlexSalmond	19901213a1167_0.txt	2	1
AlexSalmond	19901213a1169_4.txt	6	5
AlexSalmond	19901213a1169_6.txt	115	104
AlexSalmond	19901213a1188_1.txt	2	2
AlexSalmond	19901213a1191_0.txt	106	96
AlexSalmond	19901213a1192_6.txt	1200	1125
AlexSalmond	19901213a1194_1.txt	987	907
AlexSalmond	19901213a1208_1.txt	79	73
AlexSalmond	19901213a1220_0.txt	6	5
AlexSalmond	19901213a1220_2.txt	4	4
AlexSalmond	19901213a1221_0.txt	8	7
AlexSalmond	19901213a1223_0.txt	2	2
AlexSalmond	19901213a1223_4.txt	10	8
AlexSalmond	19901213a1224_4.txt	96	88
AlexSalmond	19901219a275_1.txt	75	72
AlexSalmond	19910121a114_6.txt	8	6
AlexSalmond	19910121a115_0.txt	28	26
AlexSalmond	19910121a29_0.txt	2	2
AlexSalmond	19910123a320_2.txt	29	26
AlexSalmond	19910123a320_4.txt	56	54
AlexSalmond	19910124a440_7.txt	79	76
AlexSalmond	19910130a937_5.txt	54	52
AlexSalmond	19910130a958_2.txt	127	115
AlexSalmond	19910131a1116_1.txt	91	83
AlexSalmond	19910131a1134_10.txt	99	93
AlexSalmond	19910206a279_2.txt	87	82
AlexSalmond	19910207a428_3.txt	74	72
AlexSalmond	19910214a1059_0.txt	62	55
AlexSalmond	19910214a1063_2.txt	6	5
AlexSalmond	19910214a1063_4.txt	103	92
AlexSalmond	19910214a1074_2.txt	2161	1968
AlexSalmond	19910214a1080_0.txt	51	47
AlexSalmond	19910214a1093_0.txt	103	95
AlexSalmond	19910214a1095_2.txt	2	2
AlexSalmond	19910221a458_0.txt	8	6
AlexSalmond	19910221a458_2.txt	64	56
AlexSalmond	19910221a484_4.txt	58	52
AlexSalmond	19910228a1141_3.txt	180	162
AlexSalmond	19910307a474_0.txt	104	96
AlexSalmond	19910307a504_0.txt	66	59
AlexSalmond	19910307a540_0.txt	1984	1828
AlexSalmond	19910307a562_0.txt	125	118
AlexSalmond	19910307a566_0.txt	88	83
AlexSalmond	19910307a568_2.txt	214	199
AlexSalmond	19910314a1101_5.txt	172	159
AlexSalmond	19910319a160_12.txt	83	79
AlexSalmond	19910321a389_6.txt	74	71
AlexSalmond	19910321a471_1.txt	240	226
AlexSalmond	19910325a679_0.txt	1952	1785
AlexSalmond	19910325a682_1.txt	344	317
AlexSalmond	19910325a701_2.txt	82	78
AlexSalmond	19910326a805_0.txt	54	47
AlexSalmond	19910326a809_0.txt	58	49
AlexSalmond	19910326a812_1.txt	633	578
AlexSalmond	19910326a867_1.txt	74	63
AlexSalmond	19910326a898_0.txt	8	6
AlexSalmond	19910326a898_2.txt	8	6
AlexSalmond	19910326a898_4.txt	8	6
AlexSalmond	19910326a906_0.txt	333	289
AlexSalmond	19910326a909_0.txt	6	5
AlexSalmond	19910417a404_8.txt	81	73
AlexSalmond	19910418a562_12.txt	21	20
AlexSalmond	19910418a563_1.txt	95	89
AlexSalmond	19910418a595_2.txt	252	234
AlexSalmond	19910501a305_3.txt	42	40
AlexSalmond	19910501a305_5.txt	117	110
AlexSalmond	19910501a305_7.txt	40	38
AlexSalmond	19910509a810_1.txt	93	86
AlexSalmond	19910514a135_13.txt	74	71
AlexSalmond	19910515a290_4.txt	11	9
AlexSalmond	19910515a295_4.txt	3	3
AlexSalmond	19910516a424_4.txt	17	16
AlexSalmond	19910516a424_6.txt	104	95
AlexSalmond	19910605a348_2.txt	56	50
AlexSalmond	19910613a1088_2.txt	90	78
AlexSalmond	19910618a136_4.txt	33	28
AlexSalmond	19910618a136_6.txt	97	90
AlexSalmond	19910620a477_1.txt	100	95
AlexSalmond	19910702a179_6.txt	144	134
AlexSalmond	19910703a309_7.txt	105	99
AlexSalmond	19910704a464_0.txt	137	119
AlexSalmond	19910704a482_0.txt	10	8
AlexSalmond	19910704a491_0.txt	210	188
AlexSalmond	19910704a491_2.txt	927	835
AlexSalmond	19910704a492_1.txt	418	376
AlexSalmond	19910704a493_1.txt	895	816
AlexSalmond	19910704a498_0.txt	70	63
AlexSalmond	19910704a498_3.txt	6	5
AlexSalmond	19910704a498_5.txt	8	7
AlexSalmond	19910704a499_1.txt	30	27
AlexSalmond	19910709a912_1.txt	5	4
AlexSalmond	19910709a917_5.txt	46	40
AlexSalmond	19910710a977_1.txt	113	108
AlexSalmond	19910718a495_4.txt	17	16
AlexSalmond	19910718a495_6.txt	91	84
AlexSalmond	19910817a347_5.txt	27	26
AlexSalmond	19910817a348_0.txt	139	128
AlexSalmond	19911017a443_5.txt	74	72
AlexSalmond	19911022a800_0.txt	102	94
AlexSalmond	19911031a43_2.txt	3	3
AlexSalmond	19911031a43_5.txt	115	101
AlexSalmond	19911031a56_1.txt	240	213
AlexSalmond	19911031a56_3.txt	1842	1697
AlexSalmond	19911106a434_9.txt	98	91
AlexSalmond	19911106a465_2.txt	64	56
AlexSalmond	19911107a562_6.txt	89	79
AlexSalmond	19911113a1080_13.txt	75	67
AlexSalmond	19911119a137_0.txt	32	30
AlexSalmond	19911119a137_2.txt	70	68
AlexSalmond	19911119a145_2.txt	2	2
AlexSalmond	19911119a146_0.txt	98	91
AlexSalmond	19911121a404_4.txt	49	44
AlexSalmond	19911121a404_6.txt	152	135
AlexSalmond	19911121a405_1.txt	24	21
AlexSalmond	19911127a894_6.txt	52	48
AlexSalmond	19911128a1074_2.txt	93	89
AlexSalmond	19920113a676_0.txt	172	162
AlexSalmond	19920114a831_0.txt	8	6
AlexSalmond	19920114a833_1.txt	3	3
AlexSalmond	19920114a833_3.txt	59	57
AlexSalmond	19920116a1090_1.txt	86	83
AlexSalmond	19920122a352_0.txt	56	49
AlexSalmond	19920122a356_0.txt	8	6
AlexSalmond	19920122a382_0.txt	52	48
AlexSalmond	19920122a383_0.txt	1536	1427
AlexSalmond	19920122a386_1.txt	340	312
AlexSalmond	19920122a386_3.txt	122	109
AlexSalmond	19920122a386_5.txt	120	109
AlexSalmond	19920122a387_1.txt	57	54
AlexSalmond	19920122a387_3.txt	46	42
AlexSalmond	19920122a387_6.txt	113	105
AlexSalmond	19920122a388_0.txt	6	6
AlexSalmond	19920122a388_2.txt	448	413
AlexSalmond	19920122a449_0.txt	2	2
AlexSalmond	19920122a449_2.txt	162	147
AlexSalmond	19920122a453_0.txt	144	132
AlexSalmond	19920123a580_0.txt	56	51
AlexSalmond	19920129a953_3.txt	65	59
AlexSalmond	19920130a1077_1.txt	85	80
AlexSalmond	19920204a116_2.txt	22	21
AlexSalmond	19920204a116_5.txt	117	108
AlexSalmond	19920206a444_6.txt	117	103
AlexSalmond	19920212a962_0.txt	117	103
AlexSalmond	19920220a457_8.txt	17	16
AlexSalmond	19920220a458_0.txt	87	80
AlexSalmond	19920227a1122_8.txt	145	131
AlexSalmond	19920227a1139_1.txt	141	127
AlexSalmond	19920228a1243_2.txt	33	28
AlexSalmond	19920228a1244_0.txt	205	193
AlexSalmond	19920520a240_5.txt	145	135
AlexSalmond	19920610a303_2.txt	89	85
AlexSalmond	19920616a784_0.txt	97	92
AlexSalmond	19920708a326_2.txt	90	83
AlexSalmond	19920708a414_4.txt	28	25
AlexSalmond	19920708a417_2.txt	31	29
AlexSalmond	19920709a479_0.txt	102	92
AlexSalmond	19920713a818_2.txt	104	94
AlexSalmond	19920713a915_2.txt	59	53
AlexSalmond	19920713a929_0.txt	455	417
AlexSalmond	19920713a930_1.txt	269	240
AlexSalmond	19920924a30_3.txt	101	93
AlexSalmond	19920924a4_0.txt	51	44
AlexSalmond	19920924a79_0.txt	1260	1178
AlexSalmond	19921021a423_5.txt	63	57
AlexSalmond	19921022a569_3.txt	78	75
AlexSalmond	19921104a290_0.txt	40	37
AlexSalmond	19921110a750_2.txt	66	61
AlexSalmond	19921111a872_9.txt	35	33
AlexSalmond	19921111a873_1.txt	110	105
AlexSalmond	19921112a1011_3.txt	139	130
AlexSalmond	19921112a984_4.txt	84	78
AlexSalmond	19921117a157_3.txt	156	142
AlexSalmond	19921118a285_9.txt	24	23
AlexSalmond	19921118a286_0.txt	117	108
AlexSalmond	19921118a303_0.txt	89	82
AlexSalmond	19921118a325_0.txt	9	7
AlexSalmond	19921119a423_4.txt	130	122
AlexSalmond	19921123a591_6.txt	50	48
AlexSalmond	19921123a591_8.txt	116	111
AlexSalmond	19921123a627_4.txt	83	76
AlexSalmond	19921124a750_6.txt	88	84
AlexSalmond	19921203a389_1.txt	49	46
AlexSalmond	19921203a410_4.txt	174	160
AlexSalmond	19921209a849_1.txt	153	141
AlexSalmond	19921209a853_3.txt	145	135
AlexSalmond	19921209a856_2.txt	3	2
AlexSalmond	19921209a857_5.txt	2	2
AlexSalmond	19921209a857_7.txt	47	44
AlexSalmond	19921209a857_9.txt	61	53
AlexSalmond	19921209a866_0.txt	2	2
AlexSalmond	19921209a866_2.txt	13	11
AlexSalmond	19921209a868_0.txt	2	2
AlexSalmond	19921209a868_2.txt	56	51
AlexSalmond	19921209a882_2.txt	63	60
AlexSalmond	19921209a897_0.txt	25	23
AlexSalmond	19921209a897_2.txt	233	213
AlexSalmond	19921209a898_0.txt	33	30
AlexSalmond	19921209a898_2.txt	1016	928
AlexSalmond	19921209a899_1.txt	403	371
AlexSalmond	19921209a900_1.txt	1021	945
AlexSalmond	19921209a914_0.txt	85	76
AlexSalmond	19921209a927_2.txt	64	57
AlexSalmond	19921209a933_0.txt	2	2
AlexSalmond	19921209a934_0.txt	2	2
AlexSalmond	19921209a934_2.txt	67	63
AlexSalmond	19921216a415_7.txt	141	131
AnnWiddecombe	19900111a1098_3.txt	141	129
AnnWiddecombe	19900124a1026_0.txt	536	487
AnnWiddecombe	19900125a1060_0.txt	47	43
AnnWiddecombe	19900129a3_0.txt	21	20
AnnWiddecombe	19900129a3_2.txt	21	20
AnnWiddecombe	19900201a441_4.txt	110	99
AnnWiddecombe	19900201a470_6.txt	34	30
AnnWiddecombe	19900201a473_7.txt	11	9
AnnWiddecombe	19900201a474_0.txt	94	85
AnnWiddecombe	19900201a474_2.txt	8	7
AnnWiddecombe	19900201a475_1.txt	2	2
AnnWiddecombe	19900201a478_0.txt	12	10
AnnWiddecombe	19900201a478_2.txt	2	2
AnnWiddecombe	19900201a482_0.txt	109	99
AnnWiddecombe	19900201a482_2.txt	10	8
AnnWiddecombe	19900201a488_1.txt	1317	1182
AnnWiddecombe	19900201a490_1.txt	627	548
AnnWiddecombe	19900201a494_0.txt	7	6
AnnWiddecombe	19900220a787_7.txt	98	81
AnnWiddecombe	19900220a788_1.txt	64	53
AnnWiddecombe	19900221a975_0.txt	88	83
AnnWiddecombe	19900221a980_3.txt	588	545
AnnWiddecombe	19900221a984_1.txt	79	70
AnnWiddecombe	19900329a681_3.txt	126	116
AnnWiddecombe	19900402a891_1.txt	34	31
AnnWiddecombe	19900521a11_7.txt	39	37
AnnWiddecombe	19900521a11_9.txt	57	54
AnnWiddecombe	19900606a633_1.txt	890	826
AnnWiddecombe	19900614a477_7.txt	125	113
AnnWiddecombe	19900614a559_0.txt	488	448
AnnWiddecombe	19900621a1164_0.txt	893	818
AnnWiddecombe	19900621a1180_0.txt	89	79
AnnWiddecombe	19900621a1189_0.txt	635	586
AnnWiddecombe	19900621a1190_1.txt	211	187
AnnWiddecombe	19900621a1191_1.txt	356	317
AnnWiddecombe	19900621a1192_0.txt	367	326
AnnWiddecombe	19900621a1192_4.txt	594	535
AnnWiddecombe	19900621a1194_0.txt	129	118
AnnWiddecombe	19900621a1194_2.txt	13	11
AnnWiddecombe	19900621a1194_4.txt	416	381
AnnWiddecombe	19900621a1195_1.txt	295	265
AnnWiddecombe	19900621a1195_3.txt	310	277
AnnWiddecombe	19900621a1199_0.txt	6	5
AnnWiddecombe	19900629a656_0.txt	332	286
AnnWiddecombe	19900629a657_0.txt	512	463
AnnWiddecombe	19900704a1002_0.txt	34	31
AnnWiddecombe	19900718a1011_2.txt	104	95
AnnWiddecombe	19900718a1022_0.txt	94	88
AnnWiddecombe	19901015a1004_2.txt	350	303
AnnWiddecombe	19901015a1005_1.txt	33	29
AnnWiddecombe	19901015a1005_3.txt	373	341
AnnWiddecombe	19901015a1006_1.txt	169	154
AnnWiddecombe	19901015a1007_2.txt	264	243
AnnWiddecombe	19901015a1007_4.txt	460	418
AnnWiddecombe	19901015a1008_1.txt	102	89
AnnWiddecombe	19901015a1008_3.txt	97	91
AnnWiddecombe	19901024a359_5.txt	85	78
AnnWiddecombe	19901211a928_0.txt	1827	1682
AnnWiddecombe	19901217a12_3.txt	55	49
AnnWiddecombe	19901217a12_5.txt	83	72
AnnWiddecombe	19901217a4_7.txt	81	77
AnnWiddecombe	19901217a5_1.txt	114	104
AnnWiddecombe	19901217a5_3.txt	71	66
AnnWiddecombe	19901217a5_6.txt	42	37
AnnWiddecombe	19901217a6_13.txt	129	120
AnnWiddecombe	19901217a6_3.txt	43	39
AnnWiddecombe	19901217a7_1.txt	68	61
AnnWiddecombe	19910131a1217_0.txt	1295	1179
AnnWiddecombe	19910131a1219_1.txt	1002	912
AnnWiddecombe	19910131a1221_1.txt	680	618
AnnWiddecombe	19910204a10_2.txt	112	103
AnnWiddecombe	19910204a10_4.txt	46	43
AnnWiddecombe	19910204a10_6.txt	75	68
AnnWiddecombe	19910204a11_0.txt	10	9
AnnWiddecombe	19910204a11_11.txt	57	52
AnnWiddecombe	19910204a11_2.txt	149	136
AnnWiddecombe	19910304a10_9.txt	27	24
AnnWiddecombe	19910304a11_0.txt	98	91
AnnWiddecombe	19910304a11_2.txt	150	133
AnnWiddecombe	19910304a11_4.txt	91	84
AnnWiddecombe	19910304a3_3.txt	57	52
AnnWiddecombe	19910304a3_5.txt	65	59
AnnWiddecombe	19910304a3_7.txt	63	58
AnnWiddecombe	19910304a5_5.txt	36	31
AnnWiddecombe	19910304a5_7.txt	38	34
AnnWiddecombe	19910304a6_0.txt	63	58
AnnWiddecombe	19910304a6_2.txt	28	25
AnnWiddecombe	19910304a6_4.txt	89	82
AnnWiddecombe	19910415a13_2.txt	53	49
AnnWiddecombe	19910415a13_4.txt	96	88
AnnWiddecombe	19910415a4_6.txt	59	53
AnnWiddecombe	19910415a5_1.txt	78	67
AnnWiddecombe	19910415a5_3.txt	92	78
AnnWiddecombe	19910415a5_5.txt	86	76
AnnWiddecombe	19910415a6_1.txt	89	79
AnnWiddecombe	19910415a9_2.txt	74	69
AnnWiddecombe	19910415a9_4.txt	97	87
AnnWiddecombe	19910415a9_6.txt	95	85
AnnWiddecombe	19910520a622_4.txt	52	48
AnnWiddecombe	19910520a622_6.txt	68	63
AnnWiddecombe	19910520a622_8.txt	85	78
AnnWiddecombe	19910520a623_1.txt	89	82
AnnWiddecombe	19910520a625_7.txt	59	53
AnnWiddecombe	19910520a625_9.txt	67	60
AnnWiddecombe	19910520a626_1.txt	86	75
AnnWiddecombe	19910520a626_3.txt	44	40
AnnWiddecombe	19910520a626_5.txt	36	33
AnnWiddecombe	19910520a626_7.txt	41	37
AnnWiddecombe	19910520a627_0.txt	64	57
AnnWiddecombe	19910520a627_2.txt	93	84
AnnWiddecombe	19910520a627_4.txt	111	101
AnnWiddecombe	19910624a667_11.txt	84	78
AnnWiddecombe	19910624a667_7.txt	101	90
AnnWiddecombe	19910624a667_9.txt	48	44
AnnWiddecombe	19910624a668_1.txt	119	102
AnnWiddecombe	19910624a668_4.txt	56	52
AnnWiddecombe	19910624a668_6.txt	92	85
AnnWiddecombe	19910624a668_8.txt	46	40
AnnWiddecombe	19910624a671_6.txt	32	30
AnnWiddecombe	19910624a671_8.txt	119	101
AnnWiddecombe	19910624a672_1.txt	57	49
AnnWiddecombe	19910624a672_3.txt	86	78
AnnWiddecombe	19910624a673_7.txt	63	57
AnnWiddecombe	19910624a674_1.txt	118	108
AnnWiddecombe	19910624a674_3.txt	81	74
AnnWiddecombe	19910625a956_2.txt	3	2
AnnWiddecombe	19910722a736_5.txt	37	35
AnnWiddecombe	19910722a736_7.txt	162	153
AnnWiddecombe	19910722a737_1.txt	73	69
AnnWiddecombe	19910722a743_4.txt	22	21
AnnWiddecombe	19910722a743_6.txt	122	111
AnnWiddecombe	19910722a743_8.txt	66	58
AnnWiddecombe	19910722a745_2.txt	25	22
AnnWiddecombe	19910722a745_4.txt	69	63
AnnWiddecombe	19910722a745_6.txt	108	96
AnnWiddecombe	19910722a745_8.txt	69	63
AnnWiddecombe	19910722a746_0.txt	195	176
AnnWiddecombe	19911112a1055_0.txt	2	2
AnnWiddecombe	19911112a1056_0.txt	1569	1435
AnnWiddecombe	19911112a1058_1.txt	292	266
AnnWiddecombe	19911112a1059_1.txt	243	222
AnnWiddecombe	19911118a7_1.txt	57	51
AnnWiddecombe	19911118a7_3.txt	176	160
AnnWiddecombe	19911118a9_4.txt	13	12
AnnWiddecombe	19911118a9_6.txt	51	46
AnnWiddecombe	19911118a9_8.txt	111	98
AnnWiddecombe	19911216a5_4.txt	38	34
AnnWiddecombe	19911216a5_6.txt	98	90
AnnWiddecombe	19911216a8_4.txt	82	75
AnnWiddecombe	19911216a8_6.txt	110	99
AnnWiddecombe	19911216a9_1.txt	55	50
AnnWiddecombe	19911216a9_4.txt	65	59
AnnWiddecombe	19911216a9_6.txt	66	58
AnnWiddecombe	19911216a9_8.txt	58	52
AnnWiddecombe	19920122a469_0.txt	783	707
AnnWiddecombe	19920122a470_1.txt	43	40
AnnWiddecombe	19920122a470_3.txt	865	795
AnnWiddecombe	19920203a12_9.txt	21	18
AnnWiddecombe	19920203a13_1.txt	176	161
AnnWiddecombe	19920203a6_8.txt	17	16
AnnWiddecombe	19920203a7_0.txt	86	79
AnnWiddecombe	19920203a7_2.txt	92	82
AnnWiddecombe	19920302a10_0.txt	205	187
AnnWiddecombe	19920302a4_1.txt	28	24
AnnWiddecombe	19920302a4_3.txt	56	54
AnnWiddecombe	19920302a4_5.txt	94	87
AnnWiddecombe	19920302a9_3.txt	46	38
AnnWiddecombe	19920302a9_5.txt	141	133
AnnWiddecombe	19920304a399_1.txt	838	754
AnnWiddecombe	19920304a401_0.txt	57	50
AnnWiddecombe	19920304a406_1.txt	725	653
AnnWiddecombe	19920304a407_1.txt	94	86
AnnWiddecombe	19920304a408_1.txt	211	191
AnnWiddecombe	19920304a408_3.txt	79	70
AnnWiddecombe	19920304a410_2.txt	200	174
AnnWiddecombe	19920304a410_4.txt	264	238
AnnWiddecombe	19920309a698_1.txt	34	28
AnnWiddecombe	19920309a698_3.txt	969	886
AnnWiddecombe	19920309a712_2.txt	458	424
AnnWiddecombe	19920309a712_4.txt	11	9
AnnWiddecombe	19920309a713_0.txt	41	36
AnnWiddecombe	19920309a714_0.txt	11	10
AnnWiddecombe	19920309a714_2.txt	205	192
AnnWiddecombe	19920309a715_0.txt	184	161
AnnWiddecombe	19920309a715_2.txt	62	58
AnnWiddecombe	19920310a805_1.txt	70	62
AnnWiddecombe	19920310a821_1.txt	4	2
AnnWiddecombe	19920507a256_4.txt	6	5
AnnWiddecombe	19920608a11_0.txt	34	30
AnnWiddecombe	19920608a11_2.txt	105	95
AnnWiddecombe	19920608a8_7.txt	17	16
AnnWiddecombe	19920608a9_0.txt	153	143
AnnWiddecombe	19920608a9_2.txt	105	94
AnnWiddecombe	19920706a11_3.txt	17	16
AnnWiddecombe	19920706a11_5.txt	66	61
AnnWiddecombe	19920706a7_3.txt	85	77
AnnWiddecombe	19920706a7_5.txt	140	130
AnnWiddecombe	19920706a7_7.txt	70	65
AnnWiddecombe	19920706a8_1.txt	148	130
AnnWiddecombe	19920713a949_1.txt	59	52
AnnWiddecombe	19920713a949_3.txt	34	27
AnnWiddecombe	19920713a949_5.txt	2049	1855
AnnWiddecombe	19920716a1282_0.txt	1349	1231
AnnWiddecombe	19920716a1284_1.txt	480	439
AnnWiddecombe	19921130a11_7.txt	30	26
AnnWiddecombe	19921130a12_2.txt	123	112
AnnWiddecombe	19921130a12_4.txt	59	56
AnnWiddecombe	19921130a12_6.txt	127	112
AnnWiddecombe	19921130a3_0.txt	16	15
AnnWiddecombe	19921130a3_2.txt	128	117
AnnWiddecombe	19921130a3_4.txt	29	27
AnnWiddecombe	19921130a3_6.txt	86	80
AnnWiddecombe	19921130a8_4.txt	30	28
AnnWiddecombe	19921130a8_6.txt	89	83
AnnWiddecombe	19921130a8_8.txt	85	79
AnnWiddecombe	19921130a9_1.txt	73	65
BettyBoothroyd	19900118a464_1.txt	12	11
BettyBoothroyd	19900118a467_0.txt	43	38
BettyBoothroyd	19900118a476_0.txt	35	31
BettyBoothroyd	19900123a801_0.txt	33	29
BettyBoothroyd	19900123a810_1.txt	46	40
BettyBoothroyd	19900123a812_0.txt	22	18
BettyBoothroyd	19900123a814_0.txt	18	16
BettyBoothroyd	19900124a1001_4.txt	15	11
BettyBoothroyd	19900124a1009_1.txt	16	14
BettyBoothroyd	19900124a1009_3.txt	18	15
BettyBoothroyd	19900124a1010_4.txt	11	10
BettyBoothroyd	19900124a1020_0.txt	68	58
BettyBoothroyd	19900124a1021_1.txt	66	58
BettyBoothroyd	19900124a1022_0.txt	65	55
BettyBoothroyd	19900124a1023_3.txt	6	5
BettyBoothroyd	19900124a993_4.txt	9	7
BettyBoothroyd	19900124a993_6.txt	22	17
BettyBoothroyd	19900124a993_8.txt	39	34
BettyBoothroyd	19900124a997_0.txt	14	13
BettyBoothroyd	19900124a997_11.txt	13	12
BettyBoothroyd	19900124a997_3.txt	28	23
BettyBoothroyd	19900124a997_5.txt	15	13
BettyBoothroyd	19900124a997_7.txt	25	20
BettyBoothroyd	19900124a997_9.txt	11	10
BettyBoothroyd	19900125a1076_2.txt	15	13
BettyBoothroyd	19900125a1076_4.txt	45	40
BettyBoothroyd	19900202a616_10.txt	3	2
BettyBoothroyd	19900202a616_13.txt	27	25
BettyBoothroyd	19900206a830_0.txt	17	14
BettyBoothroyd	19900206a840_4.txt	12	10
BettyBoothroyd	19900207a941_2.txt	212	167
BettyBoothroyd	19900208a1084_4.txt	2	1
BettyBoothroyd	19900208a1087_0.txt	2	1
BettyBoothroyd	19900208a1090_0.txt	54	48
BettyBoothroyd	19900208a1100_1.txt	32	29
BettyBoothroyd	19900213a164_0.txt	21	18
BettyBoothroyd	19900214a321_6.txt	31	28
BettyBoothroyd	19900214a322_1.txt	20	19
BettyBoothroyd	19900214a325_9.txt	29	23
BettyBoothroyd	19900214a326_0.txt	42	36
BettyBoothroyd	19900214a334_6.txt	14	11
BettyBoothroyd	19900219a734_2.txt	6	5
BettyBoothroyd	19900219a734_5.txt	31	25
BettyBoothroyd	19900219a741_0.txt	36	31
BettyBoothroyd	19900219a741_2.txt	26	22
BettyBoothroyd	19900219a743_1.txt	62	55
BettyBoothroyd	19900219a748_4.txt	25	21
BettyBoothroyd	19900222a1123_0.txt	17	15
BettyBoothroyd	19900228a316_0.txt	4	3
BettyBoothroyd	19900228a324_6.txt	32	28
BettyBoothroyd	19900301a461_2.txt	33	29
BettyBoothroyd	19900306a824_2.txt	2	1
BettyBoothroyd	19900306a835_1.txt	15	12
BettyBoothroyd	19900306a840_1.txt	2	1
